Industry,State,Year,Measure
"Amusement, Social and Recreational Bldgs",District of Columbia,2017,103213
"Amusement, Social and Recreational Bldgs",District of Columbia,2016,37138
"Amusement, Social and Recreational Bldgs",District of Columbia,2015,199622
"Amusement, Social and Recreational Bldgs",Florida,2024,454539
"Amusement, Social and Recreational Bldgs",Florida,2023,1408347
"Amusement, Social and Recreational Bldgs",Florida,2022,1366327
"Amusement, Social and Recreational Bldgs",Florida,2021,1205920
"Amusement, Social and Recreational Bldgs",Florida,2020,821562
"Amusement, Social and Recreational Bldgs",Florida,2019,1603020
"Amusement, Social and Recreational Bldgs",Florida,2018,796266
"Amusement, Social and Recreational Bldgs",Florida,2017,865385
"Amusement, Social and Recreational Bldgs",Florida,2016,1423132
"Amusement, Social and Recreational Bldgs",Florida,2015,1292624
"Amusement, Social and Recreational Bldgs",Georgia,2024,200888
"Amusement, Social and Recreational Bldgs",Georgia,2023,803443
"Amusement, Social and Recreational Bldgs",Georgia,2022,650770
"Amusement, Social and Recreational Bldgs",Georgia,2021,532627
"Amusement, Social and Recreational Bldgs",Georgia,2020,675390
"Amusement, Social and Recreational Bldgs",Georgia,2019,389229
"Amusement, Social and Recreational Bldgs",Georgia,2018,402669
"Amusement, Social and Recreational Bldgs",Georgia,2017,550376
"Amusement, Social and Recreational Bldgs",Georgia,2016,383833
"Amusement, Social and Recreational Bldgs",Georgia,2015,313380
"Amusement, Social and Recreational Bldgs",Hawaii,2024,14452
"Amusement, Social and Recreational Bldgs",Hawaii,2023,97472
"Amusement, Social and Recreational Bldgs",Hawaii,2022,83854
"Amusement, Social and Recreational Bldgs",Hawaii,2021,81356
"Amusement, Social and Recreational Bldgs",Hawaii,2020,83580
"Amusement, Social and Recreational Bldgs",Hawaii,2019,112503
"Amusement, Social and Recreational Bldgs",Hawaii,2018,85856
"Amusement, Social and Recreational Bldgs",Hawaii,2017,107489
"Amusement, Social and Recreational Bldgs",Hawaii,2016,83135
"Amusement, Social and Recreational Bldgs",Hawaii,2015,167566
"Amusement, Social and Recreational Bldgs",Idaho,2024,14278
"Amusement, Social and Recreational Bldgs",Idaho,2023,54718
"Amusement, Social and Recreational Bldgs",Idaho,2022,81682
"Amusement, Social and Recreational Bldgs",Idaho,2021,109969
"Amusement, Social and Recreational Bldgs",Idaho,2020,17103
"Amusement, Social and Recreational Bldgs",Idaho,2019,101818
"Amusement, Social and Recreational Bldgs",Idaho,2018,59730
"Amusement, Social and Recreational Bldgs",Idaho,2017,48813
"Amusement, Social and Recreational Bldgs",Idaho,2016,90590
"Amusement, Social and Recreational Bldgs",Idaho,2015,42636
"Amusement, Social and Recreational Bldgs",Illinois,2024,207525
"Amusement, Social and Recreational Bldgs",Illinois,2023,1022281
"Amusement, Social and Recreational Bldgs",Illinois,2022,953015
"Amusement, Social and Recreational Bldgs",Illinois,2021,669472
"Amusement, Social and Recreational Bldgs",Illinois,2020,282336
"Amusement, Social and Recreational Bldgs",Illinois,2019,365832
"Amusement, Social and Recreational Bldgs",Illinois,2018,544213
"Amusement, Social and Recreational Bldgs",Illinois,2017,392495
"Amusement, Social and Recreational Bldgs",Illinois,2016,337622
"Amusement, Social and Recreational Bldgs",Illinois,2015,401812
"Amusement, Social and Recreational Bldgs",Indiana,2024,149785
"Amusement, Social and Recreational Bldgs",Indiana,2023,813877
"Amusement, Social and Recreational Bldgs",Indiana,2022,321344
"Amusement, Social and Recreational Bldgs",Indiana,2021,406525
"Amusement, Social and Recreational Bldgs",Indiana,2020,405184
"Amusement, Social and Recreational Bldgs",Indiana,2019,435725
"Amusement, Social and Recreational Bldgs",Indiana,2018,245382
"Amusement, Social and Recreational Bldgs",Indiana,2017,347247
"Amusement, Social and Recreational Bldgs",Indiana,2016,299628
"Amusement, Social and Recreational Bldgs",Indiana,2015,164065
"Amusement, Social and Recreational Bldgs",Iowa,2024,67722
"Amusement, Social and Recreational Bldgs",Iowa,2023,550705
"Amusement, Social and Recreational Bldgs",Iowa,2022,323461
"Amusement, Social and Recreational Bldgs",Iowa,2021,203339
"Amusement, Social and Recreational Bldgs",Iowa,2020,158716
"Amusement, Social and Recreational Bldgs",Iowa,2019,240102
"Amusement, Social and Recreational Bldgs",Iowa,2018,243367
"Amusement, Social and Recreational Bldgs",Iowa,2017,181599
"Amusement, Social and Recreational Bldgs",Iowa,2016,182954
"Amusement, Social and Recreational Bldgs",Iowa,2015,260304
"Amusement, Social and Recreational Bldgs",Kansas,2024,27326
"Amusement, Social and Recreational Bldgs",Kansas,2023,351229
"Amusement, Social and Recreational Bldgs",Kansas,2022,186970
"Amusement, Social and Recreational Bldgs",Kansas,2021,52247
"Amusement, Social and Recreational Bldgs",Kansas,2020,146878
"Amusement, Social and Recreational Bldgs",Kansas,2019,195999
"Amusement, Social and Recreational Bldgs",Kansas,2018,220274
"Amusement, Social and Recreational Bldgs",Kansas,2017,99616
"Amusement, Social and Recreational Bldgs",Kansas,2016,222895
"Amusement, Social and Recreational Bldgs",Kansas,2015,179860
"Amusement, Social and Recreational Bldgs",Kentucky,2024,138676
"Amusement, Social and Recreational Bldgs",Kentucky,2023,337318
"Amusement, Social and Recreational Bldgs",Kentucky,2022,129838
"Amusement, Social and Recreational Bldgs",Kentucky,2021,194320
"Amusement, Social and Recreational Bldgs",Kentucky,2020,130854
"Amusement, Social and Recreational Bldgs",Kentucky,2019,263314
"Amusement, Social and Recreational Bldgs",Kentucky,2018,402417
"Amusement, Social and Recreational Bldgs",Kentucky,2017,137276
"Amusement, Social and Recreational Bldgs",Kentucky,2016,302319
"Amusement, Social and Recreational Bldgs",Kentucky,2015,268810
"Amusement, Social and Recreational Bldgs",Louisiana,2024,144666
"Amusement, Social and Recreational Bldgs",Louisiana,2023,315159
"Amusement, Social and Recreational Bldgs",Louisiana,2022,587936
"Amusement, Social and Recreational Bldgs",Louisiana,2021,118592
"Amusement, Social and Recreational Bldgs",Louisiana,2020,86105
"Amusement, Social and Recreational Bldgs",Louisiana,2019,194139
"Amusement, Social and Recreational Bldgs",Louisiana,2018,125920
"Amusement, Social and Recreational Bldgs",Louisiana,2017,98400
"Amusement, Social and Recreational Bldgs",Louisiana,2016,173143
"Amusement, Social and Recreational Bldgs",Louisiana,2015,203296
"Amusement, Social and Recreational Bldgs",Maine,2024,45110
"Amusement, Social and Recreational Bldgs",Maine,2023,108892
"Amusement, Social and Recreational Bldgs",Maine,2022,126482
"Amusement, Social and Recreational Bldgs",Maine,2021,136244
"Amusement, Social and Recreational Bldgs",Maine,2020,19426
"Amusement, Social and Recreational Bldgs",Maine,2019,63247
"Amusement, Social and Recreational Bldgs",Maine,2018,21111
"Amusement, Social and Recreational Bldgs",Maine,2017,224277
"Amusement, Social and Recreational Bldgs",Maine,2016,15900
"Amusement, Social and Recreational Bldgs",Maine,2015,12956
"Amusement, Social and Recreational Bldgs",Maryland,2024,59828
"Amusement, Social and Recreational Bldgs",Maryland,2023,207953
"Amusement, Social and Recreational Bldgs",Maryland,2022,349028
"Amusement, Social and Recreational Bldgs",Maryland,2021,360135
"Amusement, Social and Recreational Bldgs",Maryland,2020,205090
"Amusement, Social and Recreational Bldgs",Maryland,2019,225866
"Amusement, Social and Recreational Bldgs",Maryland,2018,292850
"Amusement, Social and Recreational Bldgs",Maryland,2017,245672
"Amusement, Social and Recreational Bldgs",Maryland,2016,268066
"Amusement, Social and Recreational Bldgs",Maryland,2015,177428
"Amusement, Social and Recreational Bldgs",Massachusetts,2024,289886
"Amusement, Social and Recreational Bldgs",Massachusetts,2023,406874
"Amusement, Social and Recreational Bldgs",Massachusetts,2022,307980
"Amusement, Social and Recreational Bldgs",Massachusetts,2021,388232
"Amusement, Social and Recreational Bldgs",Massachusetts,2020,237027
"Amusement, Social and Recreational Bldgs",Massachusetts,2019,850733
"Amusement, Social and Recreational Bldgs",Massachusetts,2018,236335
"Amusement, Social and Recreational Bldgs",Massachusetts,2017,625793
"Amusement, Social and Recreational Bldgs",Massachusetts,2016,1701102
"Amusement, Social and Recreational Bldgs",Massachusetts,2015,266661
"Amusement, Social and Recreational Bldgs",Michigan,2024,133865
"Amusement, Social and Recreational Bldgs",Michigan,2023,521633
"Amusement, Social and Recreational Bldgs",Michigan,2022,215582
"Amusement, Social and Recreational Bldgs",Michigan,2021,262941
"Amusement, Social and Recreational Bldgs",Michigan,2020,180242
"Amusement, Social and Recreational Bldgs",Michigan,2019,523211
"Amusement, Social and Recreational Bldgs",Michigan,2018,388686
"Amusement, Social and Recreational Bldgs",Michigan,2017,357306
"Amusement, Social and Recreational Bldgs",Michigan,2016,246871
"Amusement, Social and Recreational Bldgs",Michigan,2015,540117
"Amusement, Social and Recreational Bldgs",Minnesota,2024,206068
"Amusement, Social and Recreational Bldgs",Minnesota,2023,324246
"Amusement, Social and Recreational Bldgs",Minnesota,2022,190277
"Amusement, Social and Recreational Bldgs",Minnesota,2021,198190
"Amusement, Social and Recreational Bldgs",Minnesota,2020,173042
"Amusement, Social and Recreational Bldgs",Minnesota,2019,196835
"Amusement, Social and Recreational Bldgs",Minnesota,2018,317850
"Amusement, Social and Recreational Bldgs",Minnesota,2017,218567
"Amusement, Social and Recreational Bldgs",Minnesota,2016,558044
"Amusement, Social and Recreational Bldgs",Minnesota,2015,348281
"Amusement, Social and Recreational Bldgs",Mississippi,2024,32296
"Amusement, Social and Recreational Bldgs",Mississippi,2023,134251
"Amusement, Social and Recreational Bldgs",Mississippi,2022,108957
"Amusement, Social and Recreational Bldgs",Mississippi,2021,68717
"Amusement, Social and Recreational Bldgs",Mississippi,2020,24937
"Amusement, Social and Recreational Bldgs",Mississippi,2019,70740
"Amusement, Social and Recreational Bldgs",Mississippi,2018,78866
"Amusement, Social and Recreational Bldgs",Mississippi,2017,38743
"Amusement, Social and Recreational Bldgs",Mississippi,2016,59870
"Amusement, Social and Recreational Bldgs",Mississippi,2015,100549
"Amusement, Social and Recreational Bldgs",Missouri,2024,65001
"Amusement, Social and Recreational Bldgs",Missouri,2023,404289
"Amusement, Social and Recreational Bldgs",Missouri,2022,551581
"Amusement, Social and Recreational Bldgs",Missouri,2021,344125
"Amusement, Social and Recreational Bldgs",Missouri,2020,172663
"Amusement, Social and Recreational Bldgs",Missouri,2019,237160
"Amusement, Social and Recreational Bldgs",Missouri,2018,469205
"Amusement, Social and Recreational Bldgs",Missouri,2017,169514
"Amusement, Social and Recreational Bldgs",Missouri,2016,159177
"Amusement, Social and Recreational Bldgs",Missouri,2015,157663
"Amusement, Social and Recreational Bldgs",Montana,2024,26543
"Amusement, Social and Recreational Bldgs",Montana,2023,31222
"Amusement, Social and Recreational Bldgs",Montana,2022,28471
"Amusement, Social and Recreational Bldgs",Montana,2021,110209
"Amusement, Social and Recreational Bldgs",Montana,2020,38839
"Amusement, Social and Recreational Bldgs",Montana,2019,37528
"Amusement, Social and Recreational Bldgs",Montana,2018,25715
"Amusement, Social and Recreational Bldgs",Montana,2017,36317
"Amusement, Social and Recreational Bldgs",Montana,2016,33389
"Amusement, Social and Recreational Bldgs",Montana,2015,17275
"Amusement, Social and Recreational Bldgs",Nebraska,2024,14027
"Amusement, Social and Recreational Bldgs",Nebraska,2023,310612
"Amusement, Social and Recreational Bldgs",Nebraska,2022,457326
"Amusement, Social and Recreational Bldgs",Nebraska,2021,292532
"Amusement, Social and Recreational Bldgs",Nebraska,2020,64910
"Amusement, Social and Recreational Bldgs",Nebraska,2019,105652
"Amusement, Social and Recreational Bldgs",Nebraska,2018,151606
"Amusement, Social and Recreational Bldgs",Nebraska,2017,234332
"Amusement, Social and Recreational Bldgs",Nebraska,2016,66081
"Amusement, Social and Recreational Bldgs",Nebraska,2015,64659
"Amusement, Social and Recreational Bldgs",Nevada,2024,81151
"Amusement, Social and Recreational Bldgs",Nevada,2023,659907
"Amusement, Social and Recreational Bldgs",Nevada,2022,312148
"Amusement, Social and Recreational Bldgs",Nevada,2021,238314
"Amusement, Social and Recreational Bldgs",Nevada,2020,226098
"Amusement, Social and Recreational Bldgs",Nevada,2019,283892
"Amusement, Social and Recreational Bldgs",Nevada,2018,3277656
"Amusement, Social and Recreational Bldgs",Nevada,2017,373373
"Amusement, Social and Recreational Bldgs",Nevada,2016,309974
"Amusement, Social and Recreational Bldgs",Nevada,2015,233234
"Amusement, Social and Recreational Bldgs",New Hampshire,2024,11920
"Amusement, Social and Recreational Bldgs",New Hampshire,2023,116841
"Amusement, Social and Recreational Bldgs",New Hampshire,2022,33476
"Amusement, Social and Recreational Bldgs",New Hampshire,2021,58509
"Amusement, Social and Recreational Bldgs",New Hampshire,2020,33432
"Amusement, Social and Recreational Bldgs",New Hampshire,2019,65003
"Amusement, Social and Recreational Bldgs",New Hampshire,2018,30931
"Amusement, Social and Recreational Bldgs",New Hampshire,2017,32687
"Amusement, Social and Recreational Bldgs",New Hampshire,2016,30886
"Amusement, Social and Recreational Bldgs",New Hampshire,2015,36462
"Amusement, Social and Recreational Bldgs",New Jersey,2024,31205
"Amusement, Social and Recreational Bldgs",New Jersey,2023,374507
"Amusement, Social and Recreational Bldgs",New Jersey,2022,357661
"Amusement, Social and Recreational Bldgs",New Jersey,2021,238894
"Amusement, Social and Recreational Bldgs",New Jersey,2020,263567
"Amusement, Social and Recreational Bldgs",New Jersey,2019,311908
"Amusement, Social and Recreational Bldgs",New Jersey,2018,199875
"Amusement, Social and Recreational Bldgs",New Jersey,2017,551641
"Amusement, Social and Recreational Bldgs",New Jersey,2016,290554
"Amusement, Social and Recreational Bldgs",New Jersey,2015,455613
"Amusement, Social and Recreational Bldgs",New Mexico,2024,40488
"Amusement, Social and Recreational Bldgs",New Mexico,2023,69908
"Amusement, Social and Recreational Bldgs",New Mexico,2022,91046
"Amusement, Social and Recreational Bldgs",New Mexico,2021,40151
"Amusement, Social and Recreational Bldgs",New Mexico,2020,79286
"Amusement, Social and Recreational Bldgs",New Mexico,2019,81482
"Amusement, Social and Recreational Bldgs",New Mexico,2018,90815
"Amusement, Social and Recreational Bldgs",New Mexico,2017,82406
"Amusement, Social and Recreational Bldgs",New Mexico,2016,150793
"Amusement, Social and Recreational Bldgs",New Mexico,2015,67548
"Amusement, Social and Recreational Bldgs",New York,2024,278694
"Amusement, Social and Recreational Bldgs",New York,2023,1435952
"Amusement, Social and Recreational Bldgs",New York,2022,1139192
"Amusement, Social and Recreational Bldgs",New York,2021,1229164
"Amusement, Social and Recreational Bldgs",New York,2020,366704
"Amusement, Social and Recreational Bldgs",New York,2019,2114426
"Amusement, Social and Recreational Bldgs",New York,2018,1418005
"Amusement, Social and Recreational Bldgs",New York,2017,2181239
"Amusement, Social and Recreational Bldgs",New York,2016,1051556
"Amusement, Social and Recreational Bldgs",New York,2015,1267014
"Amusement, Social and Recreational Bldgs",North Carolina,2024,226421
"Amusement, Social and Recreational Bldgs",North Carolina,2023,502704
"Amusement, Social and Recreational Bldgs",North Carolina,2022,474847
"Amusement, Social and Recreational Bldgs",North Carolina,2021,252685
"Amusement, Social and Recreational Bldgs",North Carolina,2020,213256
"Amusement, Social and Recreational Bldgs",North Carolina,2019,467326
"Amusement, Social and Recreational Bldgs",North Carolina,2018,402670
"Amusement, Social and Recreational Bldgs",North Carolina,2017,342350
"Amusement, Social and Recreational Bldgs",North Carolina,2016,435211
"Amusement, Social and Recreational Bldgs",North Carolina,2015,252749
"Amusement, Social and Recreational Bldgs",North Dakota,2024,65095
"Amusement, Social and Recreational Bldgs",North Dakota,2023,46373
"Amusement, Social and Recreational Bldgs",North Dakota,2022,147024
"Amusement, Social and Recreational Bldgs",North Dakota,2021,80331
"Amusement, Social and Recreational Bldgs",North Dakota,2020,27020
"Amusement, Social and Recreational Bldgs",North Dakota,2019,94101
"Amusement, Social and Recreational Bldgs",North Dakota,2018,14740
"Amusement, Social and Recreational Bldgs",North Dakota,2017,25795
"Amusement, Social and Recreational Bldgs",North Dakota,2016,162520
"Amusement, Social and Recreational Bldgs",North Dakota,2015,194142
"Amusement, Social and Recreational Bldgs",Ohio,2024,104497
"Amusement, Social and Recreational Bldgs",Ohio,2023,839977
"Amusement, Social and Recreational Bldgs",Ohio,2022,555507
"Amusement, Social and Recreational Bldgs",Ohio,2021,206163
"Amusement, Social and Recreational Bldgs",Ohio,2020,450312
"Amusement, Social and Recreational Bldgs",Ohio,2019,412861
"Amusement, Social and Recreational Bldgs",Ohio,2018,469856
"Amusement, Social and Recreational Bldgs",Ohio,2017,388056
"Amusement, Social and Recreational Bldgs",Ohio,2016,310935
"Amusement, Social and Recreational Bldgs",Ohio,2015,621875
"Amusement, Social and Recreational Bldgs",Oklahoma,2024,60940
"Amusement, Social and Recreational Bldgs",Oklahoma,2023,321079
"Amusement, Social and Recreational Bldgs",Oklahoma,2022,535432
"Amusement, Social and Recreational Bldgs",Oklahoma,2021,247511
"Amusement, Social and Recreational Bldgs",Oklahoma,2020,208421
"Amusement, Social and Recreational Bldgs",Oklahoma,2019,298837
"Amusement, Social and Recreational Bldgs",Oklahoma,2018,510265
"Amusement, Social and Recreational Bldgs",Oklahoma,2017,371309
"Amusement, Social and Recreational Bldgs",Oklahoma,2016,157309
"Amusement, Social and Recreational Bldgs",Oklahoma,2015,278524
"Amusement, Social and Recreational Bldgs",Oregon,2024,76324
"Amusement, Social and Recreational Bldgs",Oregon,2023,175453
"Amusement, Social and Recreational Bldgs",Oregon,2022,189316
"Amusement, Social and Recreational Bldgs",Oregon,2021,131197
"Amusement, Social and Recreational Bldgs",Oregon,2020,141227
"Amusement, Social and Recreational Bldgs",Oregon,2019,262098
"Amusement, Social and Recreational Bldgs",Oregon,2018,164942
"Amusement, Social and Recreational Bldgs",Oregon,2017,133948
"Amusement, Social and Recreational Bldgs",Oregon,2016,190128
"Amusement, Social and Recreational Bldgs",Oregon,2015,67065
"Amusement, Social and Recreational Bldgs",Pennsylvania,2024,62399
"Amusement, Social and Recreational Bldgs",Pennsylvania,2023,723615
"Amusement, Social and Recreational Bldgs",Pennsylvania,2022,522212
"Amusement, Social and Recreational Bldgs",Pennsylvania,2021,200604
"Amusement, Social and Recreational Bldgs",Pennsylvania,2020,393508
"Amusement, Social and Recreational Bldgs",Pennsylvania,2019,781802
"Amusement, Social and Recreational Bldgs",Pennsylvania,2018,307435
"Amusement, Social and Recreational Bldgs",Pennsylvania,2017,430227
"Amusement, Social and Recreational Bldgs",Pennsylvania,2016,272676
"Amusement, Social and Recreational Bldgs",Pennsylvania,2015,365414
"Amusement, Social and Recreational Bldgs",Rhode Island,2024,17807
"Amusement, Social and Recreational Bldgs",Rhode Island,2023,95806
"Amusement, Social and Recreational Bldgs",Rhode Island,2022,18497
"Amusement, Social and Recreational Bldgs",Rhode Island,2021,65952
"Amusement, Social and Recreational Bldgs",Rhode Island,2020,9310
"Amusement, Social and Recreational Bldgs",Rhode Island,2019,11485
"Amusement, Social and Recreational Bldgs",Rhode Island,2018,22767
"Amusement, Social and Recreational Bldgs",Rhode Island,2017,83454
"Amusement, Social and Recreational Bldgs",Rhode Island,2016,25787
"Amusement, Social and Recreational Bldgs",Rhode Island,2015,29929
"Amusement, Social and Recreational Bldgs",South Carolina,2024,51012
"Amusement, Social and Recreational Bldgs",South Carolina,2023,228347
"Amusement, Social and Recreational Bldgs",South Carolina,2022,211487
"Amusement, Social and Recreational Bldgs",South Carolina,2021,127260
"Amusement, Social and Recreational Bldgs",South Carolina,2020,194053
"Amusement, Social and Recreational Bldgs",South Carolina,2019,145063
"Amusement, Social and Recreational Bldgs",South Carolina,2018,270906
"Amusement, Social and Recreational Bldgs",South Carolina,2017,202871
"Amusement, Social and Recreational Bldgs",South Carolina,2016,130800
"Amusement, Social and Recreational Bldgs",South Carolina,2015,168547
"Amusement, Social and Recreational Bldgs",South Dakota,2024,26372
"Amusement, Social and Recreational Bldgs",South Dakota,2023,112948
"Amusement, Social and Recreational Bldgs",South Dakota,2022,244438
"Amusement, Social and Recreational Bldgs",South Dakota,2021,65817
"Amusement, Social and Recreational Bldgs",South Dakota,2020,57010
"Amusement, Social and Recreational Bldgs",South Dakota,2019,198660
"Amusement, Social and Recreational Bldgs",South Dakota,2018,31233
"Amusement, Social and Recreational Bldgs",South Dakota,2017,103101
"Amusement, Social and Recreational Bldgs",South Dakota,2016,36034
"Amusement, Social and Recreational Bldgs",South Dakota,2015,81169
"Amusement, Social and Recreational Bldgs",Tennessee,2024,74700
"Amusement, Social and Recreational Bldgs",Tennessee,2023,416682
"Amusement, Social and Recreational Bldgs",Tennessee,2022,457001
"Amusement, Social and Recreational Bldgs",Tennessee,2021,270257
"Amusement, Social and Recreational Bldgs",Tennessee,2020,375760
"Amusement, Social and Recreational Bldgs",Tennessee,2019,381194
"Amusement, Social and Recreational Bldgs",Tennessee,2018,180240
"Amusement, Social and Recreational Bldgs",Tennessee,2017,269791
"Amusement, Social and Recreational Bldgs",Tennessee,2016,197408
"Amusement, Social and Recreational Bldgs",Tennessee,2015,149097
"Amusement, Social and Recreational Bldgs",Texas,2024,637192
"Amusement, Social and Recreational Bldgs",Texas,2023,2521040
"Amusement, Social and Recreational Bldgs",Texas,2022,1913976
"Amusement, Social and Recreational Bldgs",Texas,2021,1340156
"Amusement, Social and Recreational Bldgs",Texas,2020,1108664
"Amusement, Social and Recreational Bldgs",Texas,2019,1622081
"Amusement, Social and Recreational Bldgs",Texas,2018,1672668
"Amusement, Social and Recreational Bldgs",Texas,2017,2921728
"Amusement, Social and Recreational Bldgs",Texas,2016,1427188
"Amusement, Social and Recreational Bldgs",Texas,2015,1246499
"Amusement, Social and Recreational Bldgs",Utah,2024,23261
"Amusement, Social and Recreational Bldgs",Utah,2023,251558
"Amusement, Social and Recreational Bldgs",Utah,2022,171781
"Amusement, Social and Recreational Bldgs",Utah,2021,184622
"Amusement, Social and Recreational Bldgs",Utah,2020,88042
"Amusement, Social and Recreational Bldgs",Utah,2019,162969
"Amusement, Social and Recreational Bldgs",Utah,2018,169908
"Amusement, Social and Recreational Bldgs",Utah,2017,327253
"Amusement, Social and Recreational Bldgs",Utah,2016,105684
"Amusement, Social and Recreational Bldgs",Utah,2015,132471
"Amusement, Social and Recreational Bldgs",Vermont,2024,1511
"Amusement, Social and Recreational Bldgs",Vermont,2023,24706
"Amusement, Social and Recreational Bldgs",Vermont,2022,24539
"Amusement, Social and Recreational Bldgs",Vermont,2021,14582
"Amusement, Social and Recreational Bldgs",Vermont,2020,12968
"Amusement, Social and Recreational Bldgs",Vermont,2019,130608
"Amusement, Social and Recreational Bldgs",Vermont,2018,45236
"Amusement, Social and Recreational Bldgs",Vermont,2017,22414
"Amusement, Social and Recreational Bldgs",Vermont,2016,15160
"Amusement, Social and Recreational Bldgs",Vermont,2015,29046
"Amusement, Social and Recreational Bldgs",Virginia,2024,142667
"Amusement, Social and Recreational Bldgs",Virginia,2023,321270
"Amusement, Social and Recreational Bldgs",Virginia,2022,624183
"Amusement, Social and Recreational Bldgs",Virginia,2021,211883
"Amusement, Social and Recreational Bldgs",Virginia,2020,243895
"Amusement, Social and Recreational Bldgs",Virginia,2019,437567
"Amusement, Social and Recreational Bldgs",Virginia,2018,1255471
"Amusement, Social and Recreational Bldgs",Virginia,2017,367643
"Amusement, Social and Recreational Bldgs",Virginia,2016,169732
"Amusement, Social and Recreational Bldgs",Virginia,2015,180285
"Amusement, Social and Recreational Bldgs",Washington,2024,70947
"Amusement, Social and Recreational Bldgs",Washington,2023,400485
"Amusement, Social and Recreational Bldgs",Washington,2022,517855
"Amusement, Social and Recreational Bldgs",Washington,2021,200721
"Amusement, Social and Recreational Bldgs",Washington,2020,189330
"Amusement, Social and Recreational Bldgs",Washington,2019,1087516
"Amusement, Social and Recreational Bldgs",Washington,2018,1118450
"Amusement, Social and Recreational Bldgs",Washington,2017,584736
"Amusement, Social and Recreational Bldgs",Washington,2016,111850
"Amusement, Social and Recreational Bldgs",Washington,2015,522142
"Amusement, Social and Recreational Bldgs",West Virginia,2024,14100
"Amusement, Social and Recreational Bldgs",West Virginia,2023,41167
"Amusement, Social and Recreational Bldgs",West Virginia,2022,38443
"Amusement, Social and Recreational Bldgs",West Virginia,2021,17433
"Amusement, Social and Recreational Bldgs",West Virginia,2020,70358
"Amusement, Social and Recreational Bldgs",West Virginia,2019,93114
"Amusement, Social and Recreational Bldgs",West Virginia,2018,50576
"Amusement, Social and Recreational Bldgs",West Virginia,2017,21706
"Amusement, Social and Recreational Bldgs",West Virginia,2016,185686
"Amusement, Social and Recreational Bldgs",West Virginia,2015,3205
"Amusement, Social and Recreational Bldgs",Wisconsin,2024,69153
"Amusement, Social and Recreational Bldgs",Wisconsin,2023,249152
"Amusement, Social and Recreational Bldgs",Wisconsin,2022,464267
"Amusement, Social and Recreational Bldgs",Wisconsin,2021,672732
"Amusement, Social and Recreational Bldgs",Wisconsin,2020,209100
"Amusement, Social and Recreational Bldgs",Wisconsin,2019,232703
"Amusement, Social and Recreational Bldgs",Wisconsin,2018,409742
"Amusement, Social and Recreational Bldgs",Wisconsin,2017,330887
"Amusement, Social and Recreational Bldgs",Wisconsin,2016,772532
"Amusement, Social and Recreational Bldgs",Wisconsin,2015,159654
"Amusement, Social and Recreational Bldgs",Wyoming,2024,16312
"Amusement, Social and Recreational Bldgs",Wyoming,2023,150127
"Amusement, Social and Recreational Bldgs",Wyoming,2022,54929
"Amusement, Social and Recreational Bldgs",Wyoming,2021,40329
"Amusement, Social and Recreational Bldgs",Wyoming,2020,38580
"Amusement, Social and Recreational Bldgs",Wyoming,2019,43413
"Amusement, Social and Recreational Bldgs",Wyoming,2018,41839
"Amusement, Social and Recreational Bldgs",Wyoming,2017,31179
"Amusement, Social and Recreational Bldgs",Wyoming,2016,48744
"Amusement, Social and Recreational Bldgs",Wyoming,2015,66564
Miscellaneous Nonresidential Buildings,Alabama,2024,89866
Miscellaneous Nonresidential Buildings,Alabama,2023,98384
Miscellaneous Nonresidential Buildings,Alabama,2022,66479
Miscellaneous Nonresidential Buildings,Alabama,2021,89954
Miscellaneous Nonresidential Buildings,Alabama,2020,19201
Miscellaneous Nonresidential Buildings,Alabama,2019,124442
Miscellaneous Nonresidential Buildings,Alabama,2018,44582
Miscellaneous Nonresidential Buildings,Alabama,2017,23681
Miscellaneous Nonresidential Buildings,Alabama,2016,16736
Miscellaneous Nonresidential Buildings,Alabama,2015,57536
Miscellaneous Nonresidential Buildings,Alaska,2024,66057
Miscellaneous Nonresidential Buildings,Alaska,2023,48491
Miscellaneous Nonresidential Buildings,Alaska,2022,18843
Miscellaneous Nonresidential Buildings,Alaska,2021,143665
Miscellaneous Nonresidential Buildings,Alaska,2020,60993
Miscellaneous Nonresidential Buildings,Alaska,2019,16302
Miscellaneous Nonresidential Buildings,Alaska,2018,292755
Miscellaneous Nonresidential Buildings,Alaska,2017,48542
Miscellaneous Nonresidential Buildings,Alaska,2016,24623
Miscellaneous Nonresidential Buildings,Alaska,2015,54503
Miscellaneous Nonresidential Buildings,Arizona,2024,42526
Miscellaneous Nonresidential Buildings,Arizona,2023,233467
Miscellaneous Nonresidential Buildings,Arizona,2022,212632
Miscellaneous Nonresidential Buildings,Arizona,2021,112728
Miscellaneous Nonresidential Buildings,Arizona,2020,142327
Miscellaneous Nonresidential Buildings,Arizona,2019,484410
Miscellaneous Nonresidential Buildings,Arizona,2018,82781
Miscellaneous Nonresidential Buildings,Arizona,2017,157253
Miscellaneous Nonresidential Buildings,Arizona,2016,129574
Miscellaneous Nonresidential Buildings,Arizona,2015,98862
Miscellaneous Nonresidential Buildings,Arkansas,2024,20269
Miscellaneous Nonresidential Buildings,Arkansas,2023,172650
Miscellaneous Nonresidential Buildings,Arkansas,2022,30108
Miscellaneous Nonresidential Buildings,Arkansas,2021,59642
Miscellaneous Nonresidential Buildings,Arkansas,2020,27646
Miscellaneous Nonresidential Buildings,Arkansas,2019,13472
